Content,EventId,EventTemplate,Count
[authz_core:error] [pid 28239] [client 172.17.130.196:55864] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/css/.htaccess_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:55864] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/css/.htpasswd,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:55864] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/css/.htpasswd_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:56484] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-content/plugins/.hta,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:56484] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-content/plugins/.hta_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:56484] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-content/plugins/.htaccess,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:56484] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-content/plugins/.htaccess_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:56484] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-content/plugins/.htpasswd,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:56484] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-content/plugins/.htpasswd_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:57104] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/css/.hta,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:57104] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/css/.hta_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:57104] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/css/.htaccess,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:57104] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/css/.htaccess_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:57104] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/css/.htpasswd,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:57104] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/css/.htpasswd_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:58078] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/block/.hta,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:58078] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/block/.hta_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:58078] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/block/.htaccess,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:58078] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/block/.htaccess_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:58078] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/block/.htpasswd,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:58078] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/block/.htpasswd_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:59492] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/more/.hta,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:59492] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/more/.hta_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:59492] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/more/.htaccess,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:59492] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/more/.htaccess_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:59492] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/more/.htpasswd,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:59492] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/more/.htpasswd_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:60640] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/js/thickbox/.hta,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:60640] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/js/thickbox/.hta_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:60640] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/js/thickbox/.htaccess,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:60640] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/js/thickbox/.htaccess_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:60640] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/js/thickbox/.htpasswd,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28239] [client 172.17.130.196:60640] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/js/thickbox/.htpasswd_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:32850] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/css/dist/components/.hta,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:32850] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/css/dist/components/.hta_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:32850] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/css/dist/components/.htaccess,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:32850] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/css/dist/components/.htaccess_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:32850] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/css/dist/components/.htpasswd,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:32850] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/css/dist/components/.htpasswd_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:34528] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/js/tinymce/plugins/wordpress/.hta,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:34528] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/js/tinymce/plugins/wordpress/.hta_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:34528] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/js/tinymce/plugins/wordpress/.htaccess,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:34528] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/js/tinymce/plugins/wordpress/.htaccess_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:34528] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/js/tinymce/plugins/wordpress/.htpasswd,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:34528] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/js/tinymce/plugins/wordpress/.htpasswd_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:55686] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/.hta,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:55686] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/.hta_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:55686] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/.htaccess,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:55686] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/.htaccess_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:55686] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/.htpasswd,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:55686] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/.htpasswd_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:56306] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/network/.hta,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:56306] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/network/.hta_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:56306] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/network/.htaccess,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:56306] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/network/.htaccess_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:56306] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/network/.htpasswd,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:56306] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/network/.htpasswd_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:56926] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/.hta,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:56926] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/.hta_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:56926] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/.htaccess,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:56926] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/.htaccess_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:56926] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/.htpasswd,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:56926] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/.htpasswd_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:57900] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/archives/.hta,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:57900] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/archives/.hta_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:57900] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/archives/.htaccess,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:57900] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/archives/.htaccess_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:57900] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/archives/.htpasswd,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:57900] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/archives/.htpasswd_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:58520] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/code/.hta,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:58520] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/code/.hta_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:58520] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/code/.htaccess,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:58520] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/code/.htaccess_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:58520] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/code/.htpasswd,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:58520] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/code/.htpasswd_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:58960] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/gallery/.hta,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:58960] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/gallery/.hta_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:58960] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/gallery/.htaccess,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:59314] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/list/.hta,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:59314] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/list/.hta_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:59314] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/list/.htaccess,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:59314] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/list/.htaccess_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:59314] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/list/.htpasswd,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:59314] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/list/.htpasswd_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:60022] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/table/.hta,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:60022] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/table/.hta_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:60022] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/table/.htaccess,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:60022] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/table/.htaccess_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:60022] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/table/.htpasswd,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28408] [client 172.17.130.196:60022] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/blocks/table/.htpasswd_,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
[authz_core:error] [pid 28409] [client 172.17.130.196:33204] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/js/jquery/ui/.htpasswd,3b8d0a64,[authz_core:error] [pid <*> [client <*>] AH01630: client denied by server configuration: <*>,1
