host,program,pid,event_type,event_action,user,src_ip,src_port,object_name,status_code,outcome,referer,user_agent,http_version,bytes_sent,severity,error_code
intranet.price.fox.org,authz_core,28239,access_denied,denied,,172.17.130.196,56484,/var/www/intranet.price.fox.org/wp-content/plugins/.htpasswd_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28576,access_denied,denied,,172.17.130.196,56572,/var/www/intranet.price.fox.org/wp-content/themes/.hta,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28576,access_denied,denied,,172.17.130.196,56572,/var/www/intranet.price.fox.org/wp-content/themes/.hta_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28576,access_denied,denied,,172.17.130.196,56572,/var/www/intranet.price.fox.org/wp-content/themes/.htaccess,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28576,access_denied,denied,,172.17.130.196,56572,/var/www/intranet.price.fox.org/wp-content/themes/.htaccess_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28576,access_denied,denied,,172.17.130.196,56572,/var/www/intranet.price.fox.org/wp-content/themes/.htpasswd,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28576,access_denied,denied,,172.17.130.196,56572,/var/www/intranet.price.fox.org/wp-content/themes/.htpasswd_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28574,access_denied,denied,,172.17.130.196,56660,/var/www/intranet.price.fox.org/wp-content/upgrade/.hta,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28574,access_denied,denied,,172.17.130.196,56660,/var/www/intranet.price.fox.org/wp-content/upgrade/.hta_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28574,access_denied,denied,,172.17.130.196,56660,/var/www/intranet.price.fox.org/wp-content/upgrade/.htaccess,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28574,access_denied,denied,,172.17.130.196,56660,/var/www/intranet.price.fox.org/wp-content/upgrade/.htaccess_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28574,access_denied,denied,,172.17.130.196,56660,/var/www/intranet.price.fox.org/wp-content/upgrade/.htpasswd,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28574,access_denied,denied,,172.17.130.196,56660,/var/www/intranet.price.fox.org/wp-content/upgrade/.htpasswd_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28495,access_denied,denied,,172.17.130.196,56748,/var/www/intranet.price.fox.org/wp-content/uploads/.hta,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28495,access_denied,denied,,172.17.130.196,56748,/var/www/intranet.price.fox.org/wp-content/uploads/.hta_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28495,access_denied,denied,,172.17.130.196,56748,/var/www/intranet.price.fox.org/wp-content/uploads/.htaccess,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28495,access_denied,denied,,172.17.130.196,56748,/var/www/intranet.price.fox.org/wp-content/uploads/.htaccess_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28495,access_denied,denied,,172.17.130.196,56748,/var/www/intranet.price.fox.org/wp-content/uploads/.htpasswd,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28495,access_denied,denied,,172.17.130.196,56748,/var/www/intranet.price.fox.org/wp-content/uploads/.htpasswd_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28575,access_denied,denied,,172.17.130.196,56836,/var/www/intranet.price.fox.org/wp-includes/assets/.hta,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28575,access_denied,denied,,172.17.130.196,56836,/var/www/intranet.price.fox.org/wp-includes/assets/.hta_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28575,access_denied,denied,,172.17.130.196,56836,/var/www/intranet.price.fox.org/wp-includes/assets/.htaccess,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28575,access_denied,denied,,172.17.130.196,56836,/var/www/intranet.price.fox.org/wp-includes/assets/.htaccess_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28575,access_denied,denied,,172.17.130.196,56836,/var/www/intranet.price.fox.org/wp-includes/assets/.htpasswd,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28575,access_denied,denied,,172.17.130.196,56836,/var/www/intranet.price.fox.org/wp-includes/assets/.htpasswd_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28408,access_denied,denied,,172.17.130.196,56926,/var/www/intranet.price.fox.org/wp-includes/blocks/.hta,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28408,access_denied,denied,,172.17.130.196,56926,/var/www/intranet.price.fox.org/wp-includes/blocks/.hta_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28408,access_denied,denied,,172.17.130.196,56926,/var/www/intranet.price.fox.org/wp-includes/blocks/.htaccess,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28408,access_denied,denied,,172.17.130.196,56926,/var/www/intranet.price.fox.org/wp-includes/blocks/.htaccess_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28408,access_denied,denied,,172.17.130.196,56926,/var/www/intranet.price.fox.org/wp-includes/blocks/.htpasswd,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28408,access_denied,denied,,172.17.130.196,56926,/var/www/intranet.price.fox.org/wp-includes/blocks/.htpasswd_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28490,access_denied,denied,,172.17.130.196,57014,/var/www/intranet.price.fox.org/wp-includes/certificates/.hta,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28490,access_denied,denied,,172.17.130.196,57014,/var/www/intranet.price.fox.org/wp-includes/certificates/.hta_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28490,access_denied,denied,,172.17.130.196,57014,/var/www/intranet.price.fox.org/wp-includes/certificates/.htaccess,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28490,access_denied,denied,,172.17.130.196,57014,/var/www/intranet.price.fox.org/wp-includes/certificates/.htaccess_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28490,access_denied,denied,,172.17.130.196,57014,/var/www/intranet.price.fox.org/wp-includes/certificates/.htpasswd,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28490,access_denied,denied,,172.17.130.196,57014,/var/www/intranet.price.fox.org/wp-includes/certificates/.htpasswd_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28239,access_denied,denied,,172.17.130.196,57104,/var/www/intranet.price.fox.org/wp-includes/css/.hta,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28239,access_denied,denied,,172.17.130.196,57104,/var/www/intranet.price.fox.org/wp-includes/css/.hta_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28239,access_denied,denied,,172.17.130.196,57104,/var/www/intranet.price.fox.org/wp-includes/css/.htaccess,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28239,access_denied,denied,,172.17.130.196,57104,/var/www/intranet.price.fox.org/wp-includes/css/.htaccess_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28239,access_denied,denied,,172.17.130.196,57104,/var/www/intranet.price.fox.org/wp-includes/css/.htpasswd,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28239,access_denied,denied,,172.17.130.196,57104,/var/www/intranet.price.fox.org/wp-includes/css/.htpasswd_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28576,access_denied,denied,,172.17.130.196,57192,/var/www/intranet.price.fox.org/wp-includes/customize/.hta,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28576,access_denied,denied,,172.17.130.196,57192,/var/www/intranet.price.fox.org/wp-includes/customize/.hta_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28576,access_denied,denied,,172.17.130.196,57192,/var/www/intranet.price.fox.org/wp-includes/customize/.htaccess,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28576,access_denied,denied,,172.17.130.196,57192,/var/www/intranet.price.fox.org/wp-includes/customize/.htaccess_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28576,access_denied,denied,,172.17.130.196,57192,/var/www/intranet.price.fox.org/wp-includes/customize/.htpasswd,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28576,access_denied,denied,,172.17.130.196,57192,/var/www/intranet.price.fox.org/wp-includes/customize/.htpasswd_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28574,access_denied,denied,,172.17.130.196,57280,/var/www/intranet.price.fox.org/wp-includes/fonts/.hta,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28574,access_denied,denied,,172.17.130.196,57280,/var/www/intranet.price.fox.org/wp-includes/fonts/.hta_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28574,access_denied,denied,,172.17.130.196,57280,/var/www/intranet.price.fox.org/wp-includes/fonts/.htaccess,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28574,access_denied,denied,,172.17.130.196,57280,/var/www/intranet.price.fox.org/wp-includes/fonts/.htaccess_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28574,access_denied,denied,,172.17.130.196,57280,/var/www/intranet.price.fox.org/wp-includes/fonts/.htpasswd,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28574,access_denied,denied,,172.17.130.196,57280,/var/www/intranet.price.fox.org/wp-includes/fonts/.htpasswd_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28490,access_denied,denied,,172.17.130.196,57368,/var/www/intranet.price.fox.org/wp-includes/images/.hta,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28490,access_denied,denied,,172.17.130.196,57368,/var/www/intranet.price.fox.org/wp-includes/images/.hta_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28490,access_denied,denied,,172.17.130.196,57368,/var/www/intranet.price.fox.org/wp-includes/images/.htaccess,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28490,access_denied,denied,,172.17.130.196,57368,/var/www/intranet.price.fox.org/wp-includes/images/.htaccess_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28490,access_denied,denied,,172.17.130.196,57368,/var/www/intranet.price.fox.org/wp-includes/images/.htpasswd,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28490,access_denied,denied,,172.17.130.196,57368,/var/www/intranet.price.fox.org/wp-includes/images/.htpasswd_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28409,access_denied,denied,,172.17.130.196,57456,/var/www/intranet.price.fox.org/wp-includes/js/.hta,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28409,access_denied,denied,,172.17.130.196,57456,/var/www/intranet.price.fox.org/wp-includes/js/.hta_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28409,access_denied,denied,,172.17.130.196,57456,/var/www/intranet.price.fox.org/wp-includes/js/.htaccess,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28409,access_denied,denied,,172.17.130.196,57456,/var/www/intranet.price.fox.org/wp-includes/js/.htaccess_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28409,access_denied,denied,,172.17.130.196,57456,/var/www/intranet.price.fox.org/wp-includes/js/.htpasswd,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28409,access_denied,denied,,172.17.130.196,57456,/var/www/intranet.price.fox.org/wp-includes/js/.htpasswd_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28492,access_denied,denied,,172.17.130.196,57544,/var/www/intranet.price.fox.org/wp-includes/sitemaps/.hta,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28492,access_denied,denied,,172.17.130.196,57544,/var/www/intranet.price.fox.org/wp-includes/sitemaps/.hta_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28492,access_denied,denied,,172.17.130.196,57544,/var/www/intranet.price.fox.org/wp-includes/sitemaps/.htaccess,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28492,access_denied,denied,,172.17.130.196,57544,/var/www/intranet.price.fox.org/wp-includes/sitemaps/.htaccess_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28492,access_denied,denied,,172.17.130.196,57544,/var/www/intranet.price.fox.org/wp-includes/sitemaps/.htpasswd,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28492,access_denied,denied,,172.17.130.196,57544,/var/www/intranet.price.fox.org/wp-includes/sitemaps/.htpasswd_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28574,access_denied,denied,,172.17.130.196,57634,/var/www/intranet.price.fox.org/wp-includes/widgets/.hta,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28574,access_denied,denied,,172.17.130.196,57634,/var/www/intranet.price.fox.org/wp-includes/widgets/.hta_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28574,access_denied,denied,,172.17.130.196,57634,/var/www/intranet.price.fox.org/wp-includes/widgets/.htaccess,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28574,access_denied,denied,,172.17.130.196,57634,/var/www/intranet.price.fox.org/wp-includes/widgets/.htaccess_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28574,access_denied,denied,,172.17.130.196,57634,/var/www/intranet.price.fox.org/wp-includes/widgets/.htpasswd,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28574,access_denied,denied,,172.17.130.196,57634,/var/www/intranet.price.fox.org/wp-includes/widgets/.htpasswd_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28495,access_denied,denied,,172.17.130.196,57722,/var/www/intranet.price.fox.org/wp-admin/js/widgets/.hta,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28495,access_denied,denied,,172.17.130.196,57722,/var/www/intranet.price.fox.org/wp-admin/js/widgets/.hta_,,failure,,,,,error,AH01630
intranet.price.fox.org,authz_core,28495,access_denied,denied,,172.17.130.196,57722,/var/www/intranet.price.fox.org/wp-admin/js/widgets/.htaccess,,failure,,,,,error,AH01630
