LineId,Timestamp,Content,OriginalContent,EventId,RegexTemplate,RegexPattern
60,[Tue Jan 18 12:18:42.755331 2022],[authz_core:error] [pid 28409] [client 172.17.130.196:55422] AH01630: client denied by server configuration: /usr/share/javascript/.htaccess_,[Tue Jan 18 12:18:42.755331 2022] [authz_core:error] [pid 28409] [client 172.17.130.196:55422] AH01630: client denied by server configuration: /usr/share/javascript/.htaccess_,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
61,[Tue Jan 18 12:18:42.757412 2022],[authz_core:error] [pid 28409] [client 172.17.130.196:55422] AH01630: client denied by server configuration: /usr/share/javascript/.htpasswd,[Tue Jan 18 12:18:42.757412 2022] [authz_core:error] [pid 28409] [client 172.17.130.196:55422] AH01630: client denied by server configuration: /usr/share/javascript/.htpasswd,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
62,[Tue Jan 18 12:18:42.759693 2022],[authz_core:error] [pid 28409] [client 172.17.130.196:55422] AH01630: client denied by server configuration: /usr/share/javascript/.htpasswd_,[Tue Jan 18 12:18:42.759693 2022] [authz_core:error] [pid 28409] [client 172.17.130.196:55422] AH01630: client denied by server configuration: /usr/share/javascript/.htpasswd_,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
69,[Tue Jan 18 12:18:54.866775 2022],[authz_core:error] [pid 28492] [client 172.17.130.196:55510] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/.hta,[Tue Jan 18 12:18:54.866775 2022] [authz_core:error] [pid 28492] [client 172.17.130.196:55510] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/.hta,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
70,[Tue Jan 18 12:18:54.868859 2022],[authz_core:error] [pid 28492] [client 172.17.130.196:55510] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/.hta_,[Tue Jan 18 12:18:54.868859 2022] [authz_core:error] [pid 28492] [client 172.17.130.196:55510] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/.hta_,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
71,[Tue Jan 18 12:18:54.871275 2022],[authz_core:error] [pid 28492] [client 172.17.130.196:55510] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/.htaccess,[Tue Jan 18 12:18:54.871275 2022] [authz_core:error] [pid 28492] [client 172.17.130.196:55510] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/.htaccess,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
72,[Tue Jan 18 12:18:54.873526 2022],[authz_core:error] [pid 28492] [client 172.17.130.196:55510] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/.htaccess_,[Tue Jan 18 12:18:54.873526 2022] [authz_core:error] [pid 28492] [client 172.17.130.196:55510] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/.htaccess_,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
73,[Tue Jan 18 12:18:54.875787 2022],[authz_core:error] [pid 28492] [client 172.17.130.196:55510] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/.htpasswd,[Tue Jan 18 12:18:54.875787 2022] [authz_core:error] [pid 28492] [client 172.17.130.196:55510] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/.htpasswd,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
74,[Tue Jan 18 12:18:54.877982 2022],[authz_core:error] [pid 28492] [client 172.17.130.196:55510] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/.htpasswd_,[Tue Jan 18 12:18:54.877982 2022] [authz_core:error] [pid 28492] [client 172.17.130.196:55510] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/.htpasswd_,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
106,[Tue Jan 18 12:19:07.841597 2022],[authz_core:error] [pid 28567] [client 172.17.130.196:55598] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-content/.hta,[Tue Jan 18 12:19:07.841597 2022] [authz_core:error] [pid 28567] [client 172.17.130.196:55598] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-content/.hta,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
107,[Tue Jan 18 12:19:07.843800 2022],[authz_core:error] [pid 28567] [client 172.17.130.196:55598] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-content/.hta_,[Tue Jan 18 12:19:07.843800 2022] [authz_core:error] [pid 28567] [client 172.17.130.196:55598] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-content/.hta_,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
108,[Tue Jan 18 12:19:07.845962 2022],[authz_core:error] [pid 28567] [client 172.17.130.196:55598] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-content/.htaccess,[Tue Jan 18 12:19:07.845962 2022] [authz_core:error] [pid 28567] [client 172.17.130.196:55598] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-content/.htaccess,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
109,[Tue Jan 18 12:19:07.848322 2022],[authz_core:error] [pid 28567] [client 172.17.130.196:55598] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-content/.htaccess_,[Tue Jan 18 12:19:07.848322 2022] [authz_core:error] [pid 28567] [client 172.17.130.196:55598] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-content/.htaccess_,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
110,[Tue Jan 18 12:19:07.850519 2022],[authz_core:error] [pid 28567] [client 172.17.130.196:55598] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-content/.htpasswd,[Tue Jan 18 12:19:07.850519 2022] [authz_core:error] [pid 28567] [client 172.17.130.196:55598] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-content/.htpasswd,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
111,[Tue Jan 18 12:19:07.852701 2022],[authz_core:error] [pid 28567] [client 172.17.130.196:55598] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-content/.htpasswd_,[Tue Jan 18 12:19:07.852701 2022] [authz_core:error] [pid 28567] [client 172.17.130.196:55598] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-content/.htpasswd_,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
119,[Tue Jan 18 12:19:19.978557 2022],[authz_core:error] [pid 28408] [client 172.17.130.196:55686] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/.hta,[Tue Jan 18 12:19:19.978557 2022] [authz_core:error] [pid 28408] [client 172.17.130.196:55686] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/.hta,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
120,[Tue Jan 18 12:19:19.980705 2022],[authz_core:error] [pid 28408] [client 172.17.130.196:55686] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/.hta_,[Tue Jan 18 12:19:19.980705 2022] [authz_core:error] [pid 28408] [client 172.17.130.196:55686] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/.hta_,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
121,[Tue Jan 18 12:19:19.983044 2022],[authz_core:error] [pid 28408] [client 172.17.130.196:55686] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/.htaccess,[Tue Jan 18 12:19:19.983044 2022] [authz_core:error] [pid 28408] [client 172.17.130.196:55686] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/.htaccess,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
122,[Tue Jan 18 12:19:19.985160 2022],[authz_core:error] [pid 28408] [client 172.17.130.196:55686] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/.htaccess_,[Tue Jan 18 12:19:19.985160 2022] [authz_core:error] [pid 28408] [client 172.17.130.196:55686] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/.htaccess_,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
123,[Tue Jan 18 12:19:19.987152 2022],[authz_core:error] [pid 28408] [client 172.17.130.196:55686] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/.htpasswd,[Tue Jan 18 12:19:19.987152 2022] [authz_core:error] [pid 28408] [client 172.17.130.196:55686] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/.htpasswd,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
124,[Tue Jan 18 12:19:19.989303 2022],[authz_core:error] [pid 28408] [client 172.17.130.196:55686] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/.htpasswd_,[Tue Jan 18 12:19:19.989303 2022] [authz_core:error] [pid 28408] [client 172.17.130.196:55686] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/.htpasswd_,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
161,[Tue Jan 18 12:19:34.672686 2022],[authz_core:error] [pid 28575] [client 172.17.130.196:55776] AH01630: client denied by server configuration: /usr/share/javascript/jquery/.hta,[Tue Jan 18 12:19:34.672686 2022] [authz_core:error] [pid 28575] [client 172.17.130.196:55776] AH01630: client denied by server configuration: /usr/share/javascript/jquery/.hta,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
162,[Tue Jan 18 12:19:34.674801 2022],[authz_core:error] [pid 28575] [client 172.17.130.196:55776] AH01630: client denied by server configuration: /usr/share/javascript/jquery/.hta_,[Tue Jan 18 12:19:34.674801 2022] [authz_core:error] [pid 28575] [client 172.17.130.196:55776] AH01630: client denied by server configuration: /usr/share/javascript/jquery/.hta_,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
163,[Tue Jan 18 12:19:34.676722 2022],[authz_core:error] [pid 28575] [client 172.17.130.196:55776] AH01630: client denied by server configuration: /usr/share/javascript/jquery/.htaccess,[Tue Jan 18 12:19:34.676722 2022] [authz_core:error] [pid 28575] [client 172.17.130.196:55776] AH01630: client denied by server configuration: /usr/share/javascript/jquery/.htaccess,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
164,[Tue Jan 18 12:19:34.678693 2022],[authz_core:error] [pid 28575] [client 172.17.130.196:55776] AH01630: client denied by server configuration: /usr/share/javascript/jquery/.htaccess_,[Tue Jan 18 12:19:34.678693 2022] [authz_core:error] [pid 28575] [client 172.17.130.196:55776] AH01630: client denied by server configuration: /usr/share/javascript/jquery/.htaccess_,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
165,[Tue Jan 18 12:19:34.680591 2022],[authz_core:error] [pid 28575] [client 172.17.130.196:55776] AH01630: client denied by server configuration: /usr/share/javascript/jquery/.htpasswd,[Tue Jan 18 12:19:34.680591 2022] [authz_core:error] [pid 28575] [client 172.17.130.196:55776] AH01630: client denied by server configuration: /usr/share/javascript/jquery/.htpasswd,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
166,[Tue Jan 18 12:19:34.682415 2022],[authz_core:error] [pid 28575] [client 172.17.130.196:55776] AH01630: client denied by server configuration: /usr/share/javascript/jquery/.htpasswd_,[Tue Jan 18 12:19:34.682415 2022] [authz_core:error] [pid 28575] [client 172.17.130.196:55776] AH01630: client denied by server configuration: /usr/share/javascript/jquery/.htpasswd_,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
174,[Tue Jan 18 12:19:46.512712 2022],[authz_core:error] [pid 28239] [client 172.17.130.196:55864] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/css/.hta,[Tue Jan 18 12:19:46.512712 2022] [authz_core:error] [pid 28239] [client 172.17.130.196:55864] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/css/.hta,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
175,[Tue Jan 18 12:19:46.514889 2022],[authz_core:error] [pid 28239] [client 172.17.130.196:55864] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/css/.hta_,[Tue Jan 18 12:19:46.514889 2022] [authz_core:error] [pid 28239] [client 172.17.130.196:55864] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/css/.hta_,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
176,[Tue Jan 18 12:19:46.516885 2022],[authz_core:error] [pid 28239] [client 172.17.130.196:55864] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/css/.htaccess,[Tue Jan 18 12:19:46.516885 2022] [authz_core:error] [pid 28239] [client 172.17.130.196:55864] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/css/.htaccess,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
177,[Tue Jan 18 12:19:46.519009 2022],[authz_core:error] [pid 28239] [client 172.17.130.196:55864] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/css/.htaccess_,[Tue Jan 18 12:19:46.519009 2022] [authz_core:error] [pid 28239] [client 172.17.130.196:55864] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/css/.htaccess_,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
178,[Tue Jan 18 12:19:46.521011 2022],[authz_core:error] [pid 28239] [client 172.17.130.196:55864] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/css/.htpasswd,[Tue Jan 18 12:19:46.521011 2022] [authz_core:error] [pid 28239] [client 172.17.130.196:55864] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/css/.htpasswd,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
179,[Tue Jan 18 12:19:46.523118 2022],[authz_core:error] [pid 28239] [client 172.17.130.196:55864] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/css/.htpasswd_,[Tue Jan 18 12:19:46.523118 2022] [authz_core:error] [pid 28239] [client 172.17.130.196:55864] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/css/.htpasswd_,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
187,[Tue Jan 18 12:20:00.512376 2022],[authz_core:error] [pid 28576] [client 172.17.130.196:55952] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/images/.hta,[Tue Jan 18 12:20:00.512376 2022] [authz_core:error] [pid 28576] [client 172.17.130.196:55952] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/images/.hta,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
188,[Tue Jan 18 12:20:00.514691 2022],[authz_core:error] [pid 28576] [client 172.17.130.196:55952] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/images/.hta_,[Tue Jan 18 12:20:00.514691 2022] [authz_core:error] [pid 28576] [client 172.17.130.196:55952] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/images/.hta_,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
189,[Tue Jan 18 12:20:00.516877 2022],[authz_core:error] [pid 28576] [client 172.17.130.196:55952] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/images/.htaccess,[Tue Jan 18 12:20:00.516877 2022] [authz_core:error] [pid 28576] [client 172.17.130.196:55952] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/images/.htaccess,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
190,[Tue Jan 18 12:20:00.519225 2022],[authz_core:error] [pid 28576] [client 172.17.130.196:55952] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/images/.htaccess_,[Tue Jan 18 12:20:00.519225 2022] [authz_core:error] [pid 28576] [client 172.17.130.196:55952] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/images/.htaccess_,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
191,[Tue Jan 18 12:20:00.529854 2022],[authz_core:error] [pid 28576] [client 172.17.130.196:55952] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/images/.htpasswd,[Tue Jan 18 12:20:00.529854 2022] [authz_core:error] [pid 28576] [client 172.17.130.196:55952] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/images/.htpasswd,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
192,[Tue Jan 18 12:20:00.531986 2022],[authz_core:error] [pid 28576] [client 172.17.130.196:55952] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/images/.htpasswd_,[Tue Jan 18 12:20:00.531986 2022] [authz_core:error] [pid 28576] [client 172.17.130.196:55952] AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-admin/images/.htpasswd_,3b8d0a64,[authz_core:error] [pid <*>] [client <*>] AH01630: client denied by server configuration: <*>,\[authz_core:error\] \[pid (.*?)\] \[client (.*?)\] AH01630: client denied by server configuration: (.*?)$
